 课程名 授课教师 通过制/百分制 点名/签到 最终得分 我的评价 平时任务 期末考核 开课单位
 高级英语综合技能2-2 沈海波 百分制/绩点制 点名签到不定时 未出分 收货一般，老师布置作业在多平台，且老师及助教很少提醒，学生自己需注意 较多 有口语考试，与雅思考试形式类似 公共英语教学部
  王骥 百分制/绩点制 很少点名，但会有随堂作业 85-89/3.5-3.9 老师是年轻老师，很负责，对讲课也比较热情，会教一些比较实用的东西，课堂上会有一些小作业，都没什么难度，课下几乎没有作业 随堂小作业 小组口语讨论➕期末考试，占用时间较少 公共英语教学部
  简悦 百分制/绩点制 签到 未出分 老师挺好的，能学到东西。作业有个人也有小组，略多。上课经常有提问或小组讨论环节，不容易水。 小组作业和个人作业，有录像。 口语考试，提前给6个题。英语统考，难度一般。 公共英语教学部
  吴楠 百分制/绩点制 不点名，不签到，但是会提问 95+ 人美心善，讲的特别有趣，给分超级好 平时很少任务 当时是作文结课 公共英语教学部
   百分制/绩点制 都不，但需要分组坐 未出分 老师性格很好， 轻松，只用完成网上练习和2个左右的小活动，基本不占用课外时间 口试+笔试，口试是两人一组，从12个主题中抽一个主题，准备2-3分钟后进行二人交流，大概3min，中途老师不会说话。 公共英语教学部
 语言、文化及交流2-2 Carlton_Leroy_Gay 百分制/绩点制 签到 未出分 有效讲课时间少 作文并录音，小组pre 试卷。考的都是上课讲的 公共英语教学部
  Armin_Paul_Wisselink 百分制/绩点制 不点到，但是会一直叫学生回答问题，对着花名册 90-94/4.0 挺好的，就是对于我这种听力困难户而言语速快，听不太清楚 几乎没有什么任务 考试还有一个演讲，挺轻松的，还有一个口语考试，简单的很 公共英语教学部
   百分制/绩点制 无签到会叫人回答问题 85-89/3.5-3.9 老师很不错 两次任务 试卷（没有写作） 公共英语教学部
 学术英语写作 赵翼 百分制/绩点制 无签到 未出分 老师很有活力，讲课也很好，学到很多，任务很简单 平时分记录很细，连续五周打卡自学内容（比如背单词），每周的课后作业完成这两项很重要，完成好平时分就能给满。如果期末有不满的老师还会提供别的任务帮你拉上去，人超好 统一闭卷考试 公共英语教学部
   百分制/绩点制 不点名，初期点人答题，后期无所谓了 90-94/4.0 老师很认真，但是英语课都一样，不讲学习方法，跟哄幼儿园一样 平时有课堂作业，应该算出勤；连续背单词算是平时成绩，但是要坚持，建议准备六级的选，没有好课也可以凑活，尽量上课互动，争取做展示，展示有加分 疫情是作文结课，1天3篇 公共英语教学部
   百分制/绩点制 每节课上会根据课程内容随机布置作业，并要求上传至课程群，以此达到清点人数目的 85-89/3.5-3.9 老师上课干货很多，会理论与实践相结合讲述论文写作的逻辑思维、结构安排等，不止对英语，对所有论文写作都有一定借鉴意义 多数时候会有课后作业，但都很简单，每次需要十几二分钟左右就可以 统一笔试，没有口语考试。如果平时分不理想，最后一节课老师会有加试可以加分，自愿报名 公共英语教学部
  吴静 百分制/绩点制 每节课点名回答问题 85-89/3.5-3.9 非常好的老师，事情比较多 看慕课，平均两周一次作业 考试 公共英语教学部
 西方幻想文学 崔晓红 百分制/绩点制 只有一次同学私下要求老师签到，老师才在课上让大家交随堂练习当签到 未出分 老师人很温柔，期末给大家带了礼物和小零食！！ 有pre有书评有与书相关的练习。但是老师要求不高，所以只要不要太敷衍老师都不会说什么。老师上课会让小组回答一些问题 考试 公共英语教学部
   百分制/绩点制 签到 90-94/4.0 老师上课很有趣，方式很新颖，也很有收获 平时作业任务还可以接受 考试 公共英语教学部
   百分制/绩点制 不点名 95+ 老师挺好的，上课就是讲解作品内容 任务比较多，有两次小组作业（其中一次是pre），一篇个人作业（书评），还有一两次朗读音频之类的小作业。一个学期讲五本书，至少读完两本 去年无口语考试 公共英语教学部
 超越文化——中西文化概览 李霞 百分制/绩点制 用知到签到 85-89/3.5-3.9 一周线上一周线下 线下周作业是要刷网课做思维导图,讲的挺好的,学到很多,做思维导图,单元测试等 全年级统一考试卷 公共英语教学部
   百分制/绩点制 知到位置签到居多 未出分 老师懂的很多！课上收获很不错 平时任务较多，包括但不限于MOOC以及思维导图，所占精力较大，介意需谨慎选课 没有口语考试，口语考核部分融入课前pre中，期末正常笔试 公共英语教学部
 思辨能力与英语表达 唐磊 百分制/绩点制 有 未出分 老师很认真，上课认真听能学到东西，但是平时作业事有点多 多  公共英语教学部
 留学与学术交流实用技能 时雨 百分制/绩点制 不点名，但是会小组讨论 90-94/4.0 老师人很好，口语好 平时有mooc和笔记，认真做会耗时间 对课程的总结评价，口语考试，不是很难写 公共英语教学部
   百分制/绩点制 点名 80-84/3.0-3.4 老师人不错，有耐心，内容有一点收获 每周或每两周有作业，时长30-40分钟 统一考试 公共英语教学部
   百分制/绩点制 手势签到，提问 85-89/3.5-3.9 不错 很轻松，频率在两三周有一次平时作业，半小时能完成，事不多，没pre 统考加口语 公共英语教学部
 雅思学术英语 沈海波 百分制/绩点制 布置任务提交 90-94/4.0 人很好，就是平时任务比较繁多，但给分很好，所以觉得可以推 有需要刷的线上网课，每周有作业不过可以接受 有次口语加上正常英语期末 公共英语教学部
   百分制/绩点制 节节课变着花样签到 85-89/3.5-3.9 快跑！避大雷！作业超级多破事超级多天天刷那个没用的视频网课，答那些没用的网上测试题，口语作业提交还要特意检查背景音来确认你来上课了而不是旷课之后偷偷录的，，， 事情巨多，每周都有很多作业 就是正常考试的 公共英语教学部
 基础英语II_A 何玮 百分制/绩点制 上课经常用雨课堂点人回答问题，没有明确点名签到，但是被点到了发现缺席应该不妙，请假比较松 85-89/3.5-3.9 老师很有水平，全英授课，但是平时分给的一言难尽，上课认真听是能学到东西的，作业的话每个星期都有要求u校园任务，定期来看强度较大 u校园任务，然后有pre和每节课课前预习 卷面+三个pre视频+u校园任务+口语考试 公共英语教学部
   百分制/绩点制 就第一节课点了个名 90-94/4.0 老师人超级好，平时作业只有某一周你需要准备的pre,和welearn上的六套卷子（有答案）；pre的时候老师不会打断你，会问一些问题，并温柔地指出不足；给分也挺高，助教也会耐心的提醒大家交作业。  期末考试笔试占50%，应该选她的课成绩都能85+ 公共英语教学部
   百分制/绩点制 会用U校园手势签到 未出分 基本全英授课，老师比较严肃，但是有时还是会莫名活泼，知识非常丰富，但是光顾着输出，输入看个人 平时主要是U校园作业为主，一定要记得跟进进度，不要忘了结果期末狂补还不赚分，然后有3个pre视频，可以一个下午弄完（亲测有效）；每次课前会要求预习准备“问题”，比较让人头疼；然后不定时发放随堂测验，比较考验手速 期末考试分口语和笔试，笔试是ABC统考，高考及略以下难度，听力可能会受耳机等硬件设备因素影响，口语不难，非常快，三分钟不到，不需要刻意准备 公共英语教学部
   百分制/绩点制 每节课签到 80-84/3.0-3.4 老师有水平,课堂有抽签回答问题 不占用精力.没作业 考试 公共英语教学部
  洪薇 百分制/绩点制 没有点名 85-89/3.5-3.9 期末会提交平时留的作业，平时作业不写也要做好记录   公共英语教学部
   百分制/绩点制 无 75-79/2.5-2.9 风格平易好说话，但要按照她的要求完成各项内容，不然生气的后果有点严重。 u校园，课本背后有答案 作业、上课回答、口语、考试。口语不难，说一段话即可 公共英语教学部
   百分制/绩点制 整个学期没点名 未出分 上课内容丰富，注重口语的训练和公共演讲的技巧，留的作业少，有一次小组pre,事不多 平时就是完成u校园的练习 考核内容由上课出席和课堂参与、小组pre、u校园完成情况、期末口语考试、期末笔试组成 公共英语教学部
  郑利平 百分制/绩点制 点名 85-89/3.5-3.9 总会突然叫人回答问题（点名），比较势利，喜欢好学生，总是当捧哏的同学，有些偏心 还行 还行 公共英语教学部
   百分制/绩点制 除了临近期末的课之外一直不签到,但期末之前的课上会随机叫人回答问题,临近期末的课会用u校园的手势签到 未出分 主要以课本内容为主,老师出国经历丰富,能侃侃而谈很多领域的内容 作业全部是以u校园的书后习题为主,在u校园上布置过一次小的presentation,额外按小组每周一小组进行20分钟左右的presentation 分为口语考试和笔试,口语考试时间安排很合理,以小组为单位,会提前二十分钟发送题目,给准备时间,题目简单,口语考试耗时很短,笔试是学校安排的统一考试 公共英语教学部
   百分制/绩点制 点名 80-84/3.0-3.4 老师德国留学过，人很好 作业还好，上课提问多 口语加笔试 公共英语教学部
   百分制/绩点制 签到 95+ 挺好的,没有很雷 应该会比其他老师多 统一考试 公共英语教学部
  李蜜 百分制/绩点制 不签到不点名 未出分 老师很温柔，口语非常非常棒，知识渊博，就是上课喜欢点名 任务有点多，不算难，每周一个小时多吧（不算U校园 口语考试不难 公共英语教学部
   百分制/绩点制 没有点名，但是开学要求每个人都交一张类似名片的东西 85-89/3.5-3.9 文化方面拓展很多，老师的文化素养深厚，有时候会引用孔子等先贤的话用英文说出来 挺多的，前半学期基本上一周一个小组作业；后半学期还好；U校园是要除了U5以外全做的，不过在期末周前就好，不限时 U校园做完要求的内容就满分，不论做的多少分；平时她会发写作练习、听力练习当平时分，也是做完就满分；剩下是期末分，和其它英语A一样的 公共英语教学部
   百分制/绩点制 老师会认识课堂里的每一个人，虽然不点名但还是尽量来吧。 95+ 英语A。老师讲课非常好，能学到真知识，英语口语非常好。老师非常鼓励上课发言和互动，如果对自己的口语比较自信或者想要锻炼的话可以积极发言。最后的给分其实很一般，本来是89，全班总体比别的班低5~8分，但是后来我们向老师反映情况之后，老师说是分数统计错误，最终每个人加了5~8分，我从89变成了95。这个最终给分算是比较高的了。 两到三个pre，最后一次pre是口语考试。有那么一两周会在周末突然布置作业（其实是周末提醒你该写作业了，一般课上会口头布置，没记清楚的话会以为是突然布置），但也不多就是了。 统一考试占一半（也听有人说A类后来改成平时和考试四六开了），剩下的有平时作业（并不多）、pre、线上写作、口语考试等等。 公共英语教学部
   百分制/绩点制 不会点名签到，但是老师基本上可以记住所有人 90-94/4.0 老师会有很多鼓励 平时任务会比较多 口语考试，难度不大 公共英语教学部
  李学爱 百分制/绩点制 签到 85-89/3.5-3.9 老师人挺好的，任务难度不大 会留课下预习作业 口语和笔试 公共英语教学部
   百分制/绩点制 每节课签 未出分 老师很好，作业是两个presentation，以及u校园，给分很好，u校园一直在延后ddl怕我们写不完 中等 统一考试 公共英语教学部
   百分制/绩点制 u校园签到 80-84/3.0-3.4 上课其实学不到什么…… u校园上的作业和两次pre 两次pre算分，给分一般 公共英语教学部
  简悦 百分制/绩点制 every_time 90-94/4.0 good pre Close_book_exam_easl 公共英语教学部
   百分制/绩点制 无 85-89/3.5-3.9 老师亲切有趣，人很好，事少，难度不大 课堂讨论，演讲和小组会议录视频 口语加笔试，口语不难，笔试所有老师都是一样的 公共英语教学部
   百分制/绩点制 偶尔签过几次到，但是因为班级人没有那么多，老师说每节课他都心里有数 未出分 简悦老师！！！我真的爱死！！！人美心善！！！作业强度不大，老师口语很好，英语知识很渊博，而且对于语言的敏感度极强平时的课堂老师会安排很多小组讨论与发言，所以会锻炼同学们的口语这样平时每周的作业就以准备小演讲为主，让我真正体会到了没有阅读题的英语课是什么样的。老师对英语知识的拓展也十分丰富，想要课堂氛围轻松的还想要学到真东西的uu们都上！！！ 课上就是老师讲一部分，然后会布置一定的小组讨论与发言来锻炼同学们的口语 口语考试+期末统考，有听力+翻译+阅读，难度不是很大 公共英语教学部
  吴楠 百分制/绩点制 没有点名 85-89/3.5-3.9 老师管的很松，但教的也好 偶尔有小组作业，但不做也没事 考口语，但来了就行，要求很松 公共英语教学部
   百分制/绩点制 从未考勤 90-94/4.0 性格很好，上课细致耐心，课下作业每周占用时间不超过半个小时，就是上课收货不算多，可以自己上课自学 小组讨论等，没有实质性的作业 期末会考核口语，但是不会很严苛，给分很好，不需要专门准备 公共英语教学部
   百分制/绩点制 没有点名 未出分 完美的老师，给分高，作业少，课堂丰富有趣，还给我们放电影 没什么作业 口语都是高分 公共英语教学部
  訾雪梅 百分制/绩点制 不点名不签到 90-94/4.0 老师人非常好，也能学到很多东西   公共英语教学部
   百分制/绩点制 几乎不点名 85-89/3.5-3.9 老师人很好 四分之三英文教课 有口语考试 公共英语教学部
   百分制/绩点制 无签到 未出分 讲课内容于英语口译有关，有关美国的文化常识拓展较多 平时作业较少，有录视频展示和翻译文段，占用精力较少 参加期末英语统考 公共英语教学部
   百分制/绩点制 不点名，也不签到 80-84/3.0-3.4 老师很温和亲切 平时作业主要是翻译训练和视频录制，不会占用太多时间 有口语考试（得临场发挥的那种） 公共英语教学部
  时雨 百分制/绩点制 有签到 85-89/3.5-3.9 老师很好相处，作业不多，一般是准备课上的演讲 演讲和课堂展示 上传一个演讲录像和理论考试（大一除听力以外是高中难度） 公共英语教学部
   百分制/绩点制 点名 未出分 老师很好，没有让上去做过报告什么的 每两周布置一次作业，作业内容不难，时间也不多 考试 公共英语教学部
   百分制/绩点制 签到 90-94/4.0 轻松活泼，平时任务少，老师教得好 正常，要做几个口语视频 考试 公共英语教学部
   百分制/绩点制 会叫人回答问题 95+ 老师讲的不错 每周都有一次作业 口语考+统考 公共英语教学部
 基础英语II_B 陈丽虹 百分制/绩点制 无 95+ 绝世好课！得分很高！比较水!老师不上课，完全由同学轮流小组展示 要简单评价他人小组展示 疫情期间，三篇作文 公共英语教学部
   百分制/绩点制 没签到过 未出分 上课就是pre,作业是每节上课给pre的小组写评价。基本pre完了就没什么事了。 基本没有，welearn很好搞定 统考，口语考试老师也会给时间准备 公共英语教学部
   百分制/绩点制 基本不签到，就点过一次名 85-89/3.5-3.9 每节课都是小组的pre，老师听的很认真，但感觉收获不是很大 一学期忙一次，属于很清闲的那种，但是想要好好学的话，每周还是要看一看的 口试加期末笔试，跟四级差不多 公共英语教学部
   百分制/绩点制 不点名不签到 90-94/4.0 上课就是小组英语pre,会有提问环节 要求交对本周小组的评价,格式要求挺严格的 考口语和笔试,口试是读一段文章,还有小组讨论 公共英语教学部
  程梅 百分制/绩点制 会点名 85-89/3.5-3.9 老师人很温柔，上课偶尔会提问，都挺简单 一次小组pre，10分钟以内，平常会有简单的作业 简单，考试 公共英语教学部
   百分制/绩点制 基本不点，最后一节课点名了 未出分 老师很和善，很好，平时作业挺少的 挺少的，welearn上的练习期末前交上就行 正常期末考试 公共英语教学部
   百分制/绩点制 点过几次名 95+ 老师人很好！强推！给分超级好！几乎没作业，事少分高！ 有几次特别少的作业  公共英语教学部
   百分制/绩点制 平时按照小组坐可以直接看出来谁没来，所以不怎么点名 90-94/4.0 老师人很好，上课会除了讲课会提问一点小问题，基本不留作业，经常早下课，有一次小组pre5分钟左右 偶尔留作业，经常提前下课，会有一次pre 口语会提前几分钟发题然后准备，以小组为形式，然后期末就是正常的统一考试 公共英语教学部
  谭福红 百分制/绩点制 无，真的就有有一次签到的时候 90-94/4.0 老师很和蔼可亲，不会故意为大家，就是平时需要比较多的互动，作业强度应该是比较小的，但是上课的时候需要大家进行pre展示口语。老师比较注重口语。 课前分享故事，上台的presentation 口语考试（难度适中，需要找好的队友！每组10min）+期末试卷测评 公共英语教学部
   百分制/绩点制 不点名 95+ 老师讲的比较认真去，能学到东西 平时任务偏多，几乎每周都有平时作业，难度不是很大，要读书还要做题 口语考试加闭卷，22年疫情是线上写三篇作文，难度不大，给分客观 公共英语教学部
   百分制/绩点制 无 85-89/3.5-3.9 老师比较和善 平时作业少 笔试＋口语考试（小组讨论） 公共英语教学部
   百分制/绩点制 可能会抽人回答问题，不会正式点名 80-84/3.0-3.4 老师人很好，英语也很棒，很温柔 平时写一篇作文，两周一次书上的作业，网上测试题按时做，后期随堂听力 口语2/3人对话，会提前半小时左右给题目，期末考试 公共英语教学部
   百分制/绩点制 偶尔会有，偶尔没有 未出分 老师人挺不错的，全英文授课，人挺温柔，平时分好拿 没难度，按照他的交代做就是了，拿满挺简单的，但是看课外书还是占用了一点时间 听力考试和笔试，时间不长，难度有一点，但是好好学就能够过 公共英语教学部
  董丽娟 通过制 有点名  难 多 烦 公共英语教学部
   百分制/绩点制 不点名不签到，但是会有课堂回答平时分 85-89/3.5-3.9 整体而言还行，就是任务比较多，可能会比较让人痛苦做很多pre 角色扮演，pre，个人演讲 统考 公共英语教学部
   百分制/绩点制 点名回答问题 未出分 内容比较灵活，并不针对考试技巧，老师很温和 任务多，时间限制较为严格（当周完成），小组展示较多，需要频繁检查有无新任务 口语较为简单，评分都很高，期末考试为统考，难度适中 公共英语教学部
  窦瑞金 百分制/绩点制 点名 95+ 上课爱提问,每节课有作业 一次pre 平时多回答问题平时分会很高 公共英语教学部
   百分制/绩点制 点名 90-94/4.0 还可以 小组展示 笔试+口语 公共英语教学部
   百分制/绩点制 点名5次 85-89/3.5-3.9 老师上课很轻松，没有很多压力，课程收获一般，任务难度和作业强度均为适中 课本上的一些题，welearn上的测试 平时分50%，考试50% 公共英语教学部
   百分制/绩点制 点名 未出分 老师挺好的 一个pre一个project还有平台上的阅读和测试  公共英语教学部
  秦妍 百分制/绩点制 没有 80-84/3.0-3.4 老一辈的教师，教学很认真，备课也很严谨，平时要求也有点多 作业比较多 期末是统考，有口语考试 公共英语教学部
   百分制/绩点制 点名 未出分 秦老师非常负责任，专业知识很扎实，很温柔，推荐 和大多数英语老师一样 所以老师都一样 公共英语教学部
   百分制/绩点制 点名 85-89/3.5-3.9 老师人超级超级温柔，超级负责 每周会有一点作业 考试 公共英语教学部
   百分制/绩点制 点名 90-94/4.0 老师喜欢读ppt，喜欢问同学想法，每节课基本都要把所有同学问一遍 每周都留作业 口语考试 公共英语教学部
